Tweet, 'CROWN \xf0\x9f\x91\x91 #bright',1
Reply, '@Camila_Cabello just gonna wait for your future concert here in the PH. #Havana is like my hiking jam \xf0\x9f\x98\x81\xf0\x9f\x98\x85',1
Tweet," 'Australian Spotify Charts:\n\n#Havana - #2 (=) \n\n- 210,871 Streams (+851) https://t.co/2OO55d2975'",1
Reply," 'Australian Spotify Charts:\n\n#Havana - #2 (=) \n\n- 206,639 Streams (-4,232) https://t.co/pQrmJOlciO'",1
Tweet, '@CamiCab97 @RadioMoBounce DUH! Coming up in a little bit \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x89',1
Reply," ""@Z100NewYork @RadioMoBounce Thank you! I'm ready and waiting. \xf0\x9f\x98\x98 #Havana https://t.co/zGd5ZFzV6 """,1
Tweet, 'iTunes Greece \xf0\x9f\x87\xac\xf0\x9f\x87\xb7: \n\n#Havana   #3 https://t.co/SUTeZLThdz',1
Reply, 'iTunes Greece \xf0\x9f\x87\xac\xf0\x9f\x87\xb7: \n\n#Havana   #1 (+2)\n[*Re-Peak*] https://t.co/QGiJYn0gzt',1
Tweet," ""The #Hot7at7 is ON! But who will tonight's No 1\xef\xb8\x8f\xe2\x83\xa3?\n\n@Camila_Cabello\n@RitaOra\n@marshmellomusic\n\nTweet \xf0\x9f\x93\xb1 or Snap \xf0\x9f\x91\xbb me\xe2\x80\xa6 https://t.co/7CuTVHRTce""",1
Reply, '@CapitalOfficial @CCabelloNews @Camila_Cabello @RitaOra @marshmellomusic @_ItsJJ #Havana @Camila_Cabello',1
Tweet, '@radioroyal @CentralFM With @EltonJohn opening our evening #SHOW &amp; #RadioRoyal crashing out of the #LittleMix \n-\xe2\x80\xa6 https://t.co/hl39FdYRjh',1
Reply," 'Fae Faw-Kirk to #Havana @Camila_Cabello - @cleanbandit and @zaralarsson are all jiving to our #Symphony,  on\xe2\x80\xa6 https://t.co/5Mh8vbkaf8'",1
Tweet, 'So for anyone who is confused: US citizens coming to Cuba can stay in the Hotel Santa Isabel but not the Ambos Mund\xe2\x80\xa6 https://t.co/I8Xuided9d',-1
Reply, '@CNN_Oppmann #HemingwayInternationalYachtClub #Havana',1
Tweet, '\xc2\xbfQui\xc3\xa9nes son the vamps? \xc2\xbfEsa mierda existe?',1
Reply, '@klavdia_abernat Ya hasta #Havana unplug tienen\xf0\x9f\x92\x80\xf0\x9f\x98\x82 #Tragic',1
Tweet," 'I just started 93 mins of music commercial free! Got a song? 8887871933 @ChillinWithZann listen here, too:\xe2\x80\xa6 https://t.co/yH9Eg2NyHz'",1
Reply, '@hot933hits @ChillinWithZann Hi!! Can you please play #Havana by Camila Cabello? Thank you!',1
Tweet," ""Need some requests!! Get 'em in! #60MINUTESNONSTOP Hit Music starts now! https://t.co/U9JB4zKZym @OnAirWithRyan\xe2\x80\xa6 https://t.co/ef5jwiHhDX""",1
Reply, '@POWERATL @OnAirWithRyan Hi Ryan!! Can you please play #Havana by Camila Cabello feat. Young Thug? It\xe2\x80\x99d mean so muc\xe2\x80\xa6 https://t.co/4BWcOhN9Oy',1
Tweet, 'BEST SONG ON RADIO?',1
Reply, '@SykeOnAir #Havana Oh na na \xf0\x9f\x87\xa8\xf0\x9f\x87\xba\xf0\x9f\x91\x91 QUEEN QUEEN',1
Tweet," ""BREAKING: US will impose new #sanctions on #Cuba as part of #Trump's new policies - Treasury https://t.co/FZ03X4WD5M https://t.co/UAdms2ngBg""",-1
Reply, 'BREAKING: US administration official on new sanctions on #Cuba: development of ties depends on #Havana\xe2\x80\xa6 https://t.co/l09T86y0hd',1
Tweet, 'Fellow emoji lovers @GemmaR_Aster @amynettleton1 @KirstyBromford @JB_Alliance @katie_f182 @Marie_Louise_Ch - I give\xe2\x80\xa6 https://t.co/fv9xBaMYP5',1
Reply, '@ChelleKButler @amynettleton1 @KirstyBromford @JB_Alliance @katie_f182 @Marie_Louise_Ch How did you find this?! Str\xe2\x80\xa6 https://t.co/4VLEWfLBAj',1
Tweet, 'We are COMMERCIAL FREE for 92 minutes! https://t.co/FUIYHsFB8z',1
Reply, '@921thebeat Hi! Can you please play #Havana by Camila Cabello? Thank you so much!',1
