0,1,2
Tweet," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo' 'RT @Siil_Mallit: \xd0\xa7\xd1\x82\xd0\xbe \xd1\x82\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbb\xd0\xb5\xd0\xbf\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xba \xd1\x82\xd0\xb5\xd0\xb3\xd0\xb0\xd0\xbc\n\n#Thor #Loki #ThorRagnarok https://t.co/q5Bsc5i6e5'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo' 'RT @Siil_Mallit: \xd0\xa7\xd1\x82\xd0\xbe \xd1\x82\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbb\xd0\xb5\xd0\xbf\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xba \xd1\x82\xd0\xb5\xd0\xb3\xd0\xb0\xd0\xbc\n\n#Thor #Loki #ThorRagnarok https://t.co/q5Bsc5i6e5' 'RT @MarvelNewz: Thor &amp; Loki #ThorRagnarok https://t.co/vmXr8yZ7V2'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo' 'RT @Siil_Mallit: \xd0\xa7\xd1\x82\xd0\xbe \xd1\x82\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbb\xd0\xb5\xd0\xbf\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xba \xd1\x82\xd0\xb5\xd0\xb3\xd0\xb0\xd0\xbc\n\n#Thor #Loki #ThorRagnarok https://t.co/q5Bsc5i6e5' 'RT @MarvelNewz: Thor &amp; Loki #ThorRagnarok https://t.co/vmXr8yZ7V2' 'RT @hitstreak: Damn, #ThorRagnarok was SO good. 10/10. Must-see movie. https://t.co/9sJseOBg6K'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo' 'RT @Siil_Mallit: \xd0\xa7\xd1\x82\xd0\xbe \xd1\x82\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbb\xd0\xb5\xd0\xbf\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xba \xd1\x82\xd0\xb5\xd0\xb3\xd0\xb0\xd0\xbc\n\n#Thor #Loki #ThorRagnarok https://t.co/q5Bsc5i6e5' 'RT @MarvelNewz: Thor &amp; Loki #ThorRagnarok https://t.co/vmXr8yZ7V2' 'RT @hitstreak: Damn, #ThorRagnarok was SO good. 10/10. Must-see movie. https://t.co/9sJseOBg6K' 'RT @FansVoiceJP: \xe3\x80\x8e#\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x86\xe3\x82\xa3\xe3\x82\xbd\xe3\x83\xbc \xe3\x83\x90\xe3\x83\x88\xe3\x83\xab\xe3\x83\xad\xe3\x82\xa4\xe3\x83\xa4\xe3\x83\xab\xe3\x80\x8f\xe3\x82\x92\xe8\xa6\xb3\xe3\x81\x9f\xe6\x96\xb9\xe5\x90\x91\xe3\x81\x91\xe3\x81\xab\xe3\x80\x81\xe4\xbd\x9c\xe5\x93\x81\xe5\x86\x85\xe3\x81\xa7\xe6\x95\xa3\xe3\x82\x8a\xe3\x81\xb0\xe3\x82\x81\xe3\x82\x89\xe3\x82\x8c\xe3\x81\x9f\xe5\xa4\xa7\xe9\x87\x8f\xe3\x81\xae\xe5\xb0\x8f\xe3\x83\x8d\xe3\x82\xbf\xe9\x9a\xa0\xe3\x81\x97\xe3\x83\x8d\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\x83\xe3\x82\xb0\xe3\x82\x92\xe9\x9b\x86\xe3\x82\x81\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xf0\x9f\x92\xaa\xe5\x8e\x9f\xe4\xbd\x9c\xe3\x82\x84MCU\xe4\xbd\x9c\xe5\x93\x81\xe3\x81\xa8\xe3\x81\xae\xe9\x96\xa2\xe9\x80\xa3\xe3\x81\xaa\xe3\x81\xa9\xe3\x83\x88\xe3\x83\xaa\xe3\x83\x93\xe3\x82\xa2\xe6\xba\x80\xe8\xbc\x89\xf0\x9f\x98\x8a\xe9\x95\xb7\xe6\x96\x87\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8c\xe3\x81\x8d\xe3\x81\xa3\xe3\x81\xa8\xe6\x96\xb0\xe3\x81\x97\xe3\x81\x84\xe7\x99\xba\xe8\xa6\x8b\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8b\xe3\x81\xaf\xe3\x81\x9a\xf0\x9f\x91\x80 #ThorRagnarok #\xe3\x83\xad\xe3\x82\xad #M\xe2\x80\xa6'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo' 'RT @Siil_Mallit: \xd0\xa7\xd1\x82\xd0\xbe \xd1\x82\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbb\xd0\xb5\xd0\xbf\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xba \xd1\x82\xd0\xb5\xd0\xb3\xd0\xb0\xd0\xbc\n\n#Thor #Loki #ThorRagnarok https://t.co/q5Bsc5i6e5' 'RT @MarvelNewz: Thor &amp; Loki #ThorRagnarok https://t.co/vmXr8yZ7V2' 'RT @hitstreak: Damn, #ThorRagnarok was SO good. 10/10. Must-see movie. https://t.co/9sJseOBg6K' 'RT @FansVoiceJP: \xe3\x80\x8e#\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x86\xe3\x82\xa3\xe3\x82\xbd\xe3\x83\xbc \xe3\x83\x90\xe3\x83\x88\xe3\x83\xab\xe3\x83\xad\xe3\x82\xa4\xe3\x83\xa4\xe3\x83\xab\xe3\x80\x8f\xe3\x82\x92\xe8\xa6\xb3\xe3\x81\x9f\xe6\x96\xb9\xe5\x90\x91\xe3\x81\x91\xe3\x81\xab\xe3\x80\x81\xe4\xbd\x9c\xe5\x93\x81\xe5\x86\x85\xe3\x81\xa7\xe6\x95\xa3\xe3\x82\x8a\xe3\x81\xb0\xe3\x82\x81\xe3\x82\x89\xe3\x82\x8c\xe3\x81\x9f\xe5\xa4\xa7\xe9\x87\x8f\xe3\x81\xae\xe5\xb0\x8f\xe3\x83\x8d\xe3\x82\xbf\xe9\x9a\xa0\xe3\x81\x97\xe3\x83\x8d\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\x83\xe3\x82\xb0\xe3\x82\x92\xe9\x9b\x86\xe3\x82\x81\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xf0\x9f\x92\xaa\xe5\x8e\x9f\xe4\xbd\x9c\xe3\x82\x84MCU\xe4\xbd\x9c\xe5\x93\x81\xe3\x81\xa8\xe3\x81\xae\xe9\x96\xa2\xe9\x80\xa3\xe3\x81\xaa\xe3\x81\xa9\xe3\x83\x88\xe3\x83\xaa\xe3\x83\x93\xe3\x82\xa2\xe6\xba\x80\xe8\xbc\x89\xf0\x9f\x98\x8a\xe9\x95\xb7\xe6\x96\x87\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8c\xe3\x81\x8d\xe3\x81\xa3\xe3\x81\xa8\xe6\x96\xb0\xe3\x81\x97\xe3\x81\x84\xe7\x99\xba\xe8\xa6\x8b\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8b\xe3\x81\xaf\xe3\x81\x9a\xf0\x9f\x91\x80 #ThorRagnarok #\xe3\x83\xad\xe3\x82\xad #M\xe2\x80\xa6' 'RT @kadkung17: ""\xe0\xb8\x88\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\xab\xe0\xb8\xa7\xe0\xb8\xb0\xe0\xb8\x99\xe0\xb8\xb1\xe0\xb9\x89\xe0\xb8\x99\xe0\xb9\x81\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb0 \xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x9f\xe0\xb8\x9f\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb9\x81\xe0\xb8\xaa\xe0\xb8\x99\xe0\xb9\x82\xe0\xb8\xa7\xe0\xb8\xa5\xe0\xb8\x95\xe0\xb9\x8c!!!!!!!""\n#ThorRagnarok https://t.co/zHgIPmJl2Q'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo' 'RT @Siil_Mallit: \xd0\xa7\xd1\x82\xd0\xbe \xd1\x82\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbb\xd0\xb5\xd0\xbf\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xba \xd1\x82\xd0\xb5\xd0\xb3\xd0\xb0\xd0\xbc\n\n#Thor #Loki #ThorRagnarok https://t.co/q5Bsc5i6e5' 'RT @MarvelNewz: Thor &amp; Loki #ThorRagnarok https://t.co/vmXr8yZ7V2' 'RT @hitstreak: Damn, #ThorRagnarok was SO good. 10/10. Must-see movie. https://t.co/9sJseOBg6K' 'RT @FansVoiceJP: \xe3\x80\x8e#\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x86\xe3\x82\xa3\xe3\x82\xbd\xe3\x83\xbc \xe3\x83\x90\xe3\x83\x88\xe3\x83\xab\xe3\x83\xad\xe3\x82\xa4\xe3\x83\xa4\xe3\x83\xab\xe3\x80\x8f\xe3\x82\x92\xe8\xa6\xb3\xe3\x81\x9f\xe6\x96\xb9\xe5\x90\x91\xe3\x81\x91\xe3\x81\xab\xe3\x80\x81\xe4\xbd\x9c\xe5\x93\x81\xe5\x86\x85\xe3\x81\xa7\xe6\x95\xa3\xe3\x82\x8a\xe3\x81\xb0\xe3\x82\x81\xe3\x82\x89\xe3\x82\x8c\xe3\x81\x9f\xe5\xa4\xa7\xe9\x87\x8f\xe3\x81\xae\xe5\xb0\x8f\xe3\x83\x8d\xe3\x82\xbf\xe9\x9a\xa0\xe3\x81\x97\xe3\x83\x8d\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\x83\xe3\x82\xb0\xe3\x82\x92\xe9\x9b\x86\xe3\x82\x81\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xf0\x9f\x92\xaa\xe5\x8e\x9f\xe4\xbd\x9c\xe3\x82\x84MCU\xe4\xbd\x9c\xe5\x93\x81\xe3\x81\xa8\xe3\x81\xae\xe9\x96\xa2\xe9\x80\xa3\xe3\x81\xaa\xe3\x81\xa9\xe3\x83\x88\xe3\x83\xaa\xe3\x83\x93\xe3\x82\xa2\xe6\xba\x80\xe8\xbc\x89\xf0\x9f\x98\x8a\xe9\x95\xb7\xe6\x96\x87\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8c\xe3\x81\x8d\xe3\x81\xa3\xe3\x81\xa8\xe6\x96\xb0\xe3\x81\x97\xe3\x81\x84\xe7\x99\xba\xe8\xa6\x8b\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8b\xe3\x81\xaf\xe3\x81\x9a\xf0\x9f\x91\x80 #ThorRagnarok #\xe3\x83\xad\xe3\x82\xad #M\xe2\x80\xa6' 'RT @kadkung17: ""\xe0\xb8\x88\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\xab\xe0\xb8\xa7\xe0\xb8\xb0\xe0\xb8\x99\xe0\xb8\xb1\xe0\xb9\x89\xe0\xb8\x99\xe0\xb9\x81\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb0 \xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x9f\xe0\xb8\x9f\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb9\x81\xe0\xb8\xaa\xe0\xb8\x99\xe0\xb9\x82\xe0\xb8\xa7\xe0\xb8\xa5\xe0\xb8\x95\xe0\xb9\x8c!!!!!!!""\n#ThorRagnarok https://t.co/zHgIPmJl2Q' 'RT @ssom_omo: \xed\x86\xa0\xeb\xa5\xb4\xeb\xa1\x9c\xed\x82\xa4 #\xed\x86\xa0\xeb\xa5\xb4\xeb\xa1\x9c\xed\x82\xa4 #\xed\x86\xa0\xeb\xa5\xb4 #\xeb\xa1\x9c\xed\x82\xa4 #Thor #Loki #ThorRagnarok https://t.co/p3ukRHXisp'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo' 'RT @Siil_Mallit: \xd0\xa7\xd1\x82\xd0\xbe \xd1\x82\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbb\xd0\xb5\xd0\xbf\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xba \xd1\x82\xd0\xb5\xd0\xb3\xd0\xb0\xd0\xbc\n\n#Thor #Loki #ThorRagnarok https://t.co/q5Bsc5i6e5' 'RT @MarvelNewz: Thor &amp; Loki #ThorRagnarok https://t.co/vmXr8yZ7V2' 'RT @hitstreak: Damn, #ThorRagnarok was SO good. 10/10. Must-see movie. https://t.co/9sJseOBg6K' 'RT @FansVoiceJP: \xe3\x80\x8e#\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x86\xe3\x82\xa3\xe3\x82\xbd\xe3\x83\xbc \xe3\x83\x90\xe3\x83\x88\xe3\x83\xab\xe3\x83\xad\xe3\x82\xa4\xe3\x83\xa4\xe3\x83\xab\xe3\x80\x8f\xe3\x82\x92\xe8\xa6\xb3\xe3\x81\x9f\xe6\x96\xb9\xe5\x90\x91\xe3\x81\x91\xe3\x81\xab\xe3\x80\x81\xe4\xbd\x9c\xe5\x93\x81\xe5\x86\x85\xe3\x81\xa7\xe6\x95\xa3\xe3\x82\x8a\xe3\x81\xb0\xe3\x82\x81\xe3\x82\x89\xe3\x82\x8c\xe3\x81\x9f\xe5\xa4\xa7\xe9\x87\x8f\xe3\x81\xae\xe5\xb0\x8f\xe3\x83\x8d\xe3\x82\xbf\xe9\x9a\xa0\xe3\x81\x97\xe3\x83\x8d\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\x83\xe3\x82\xb0\xe3\x82\x92\xe9\x9b\x86\xe3\x82\x81\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xf0\x9f\x92\xaa\xe5\x8e\x9f\xe4\xbd\x9c\xe3\x82\x84MCU\xe4\xbd\x9c\xe5\x93\x81\xe3\x81\xa8\xe3\x81\xae\xe9\x96\xa2\xe9\x80\xa3\xe3\x81\xaa\xe3\x81\xa9\xe3\x83\x88\xe3\x83\xaa\xe3\x83\x93\xe3\x82\xa2\xe6\xba\x80\xe8\xbc\x89\xf0\x9f\x98\x8a\xe9\x95\xb7\xe6\x96\x87\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8c\xe3\x81\x8d\xe3\x81\xa3\xe3\x81\xa8\xe6\x96\xb0\xe3\x81\x97\xe3\x81\x84\xe7\x99\xba\xe8\xa6\x8b\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8b\xe3\x81\xaf\xe3\x81\x9a\xf0\x9f\x91\x80 #ThorRagnarok #\xe3\x83\xad\xe3\x82\xad #M\xe2\x80\xa6' 'RT @kadkung17: ""\xe0\xb8\x88\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\xab\xe0\xb8\xa7\xe0\xb8\xb0\xe0\xb8\x99\xe0\xb8\xb1\xe0\xb9\x89\xe0\xb8\x99\xe0\xb9\x81\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb0 \xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x9f\xe0\xb8\x9f\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb9\x81\xe0\xb8\xaa\xe0\xb8\x99\xe0\xb9\x82\xe0\xb8\xa7\xe0\xb8\xa5\xe0\xb8\x95\xe0\xb9\x8c!!!!!!!""\n#ThorRagnarok https://t.co/zHgIPmJl2Q' 'RT @ssom_omo: \xed\x86\xa0\xeb\xa5\xb4\xeb\xa1\x9c\xed\x82\xa4 #\xed\x86\xa0\xeb\xa5\xb4\xeb\xa1\x9c\xed\x82\xa4 #\xed\x86\xa0\xeb\xa5\xb4 #\xeb\xa1\x9c\xed\x82\xa4 #Thor #Loki #ThorRagnarok https://t.co/p3ukRHXisp' 'RT @AMCTheatres: FOLLOW &amp; RT for your chance to win a @DolbyCinema exclusive #ThorRagnarok poster! Get tix now: https://t.co/dnu2YWDWLM htt\xe2\x80\xa6'",1
Reply," 'Kuis dimulai! Upload foto tiket Thor: Ragnarok di CGV, sertakan #ThorRagnarok &amp; #SeruBarengCGV, sebutkan karakter f\xe2\x80\xa6 https://t.co/Klu6DpUYh0' '@CGV_ID Krkter fav: Duo saudara adopsi, Thor-Loki yg sukses bkin trtawa di film ni trutama adegan ""minta tolong""\xe2\x80\xa6 https://t.co/UIIG1EvEvo' 'RT @Siil_Mallit: \xd0\xa7\xd1\x82\xd0\xbe \xd1\x82\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb8\xd0\xbb\xd0\xb5\xd0\xbf\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xba \xd1\x82\xd0\xb5\xd0\xb3\xd0\xb0\xd0\xbc\n\n#Thor #Loki #ThorRagnarok https://t.co/q5Bsc5i6e5' 'RT @MarvelNewz: Thor &amp; Loki #ThorRagnarok https://t.co/vmXr8yZ7V2' 'RT @hitstreak: Damn, #ThorRagnarok was SO good. 10/10. Must-see movie. https://t.co/9sJseOBg6K' 'RT @FansVoiceJP: \xe3\x80\x8e#\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x86\xe3\x82\xa3\xe3\x82\xbd\xe3\x83\xbc \xe3\x83\x90\xe3\x83\x88\xe3\x83\xab\xe3\x83\xad\xe3\x82\xa4\xe3\x83\xa4\xe3\x83\xab\xe3\x80\x8f\xe3\x82\x92\xe8\xa6\xb3\xe3\x81\x9f\xe6\x96\xb9\xe5\x90\x91\xe3\x81\x91\xe3\x81\xab\xe3\x80\x81\xe4\xbd\x9c\xe5\x93\x81\xe5\x86\x85\xe3\x81\xa7\xe6\x95\xa3\xe3\x82\x8a\xe3\x81\xb0\xe3\x82\x81\xe3\x82\x89\xe3\x82\x8c\xe3\x81\x9f\xe5\xa4\xa7\xe9\x87\x8f\xe3\x81\xae\xe5\xb0\x8f\xe3\x83\x8d\xe3\x82\xbf\xe9\x9a\xa0\xe3\x81\x97\xe3\x83\x8d\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\x83\xe3\x82\xb0\xe3\x82\x92\xe9\x9b\x86\xe3\x82\x81\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xf0\x9f\x92\xaa\xe5\x8e\x9f\xe4\xbd\x9c\xe3\x82\x84MCU\xe4\xbd\x9c\xe5\x93\x81\xe3\x81\xa8\xe3\x81\xae\xe9\x96\xa2\xe9\x80\xa3\xe3\x81\xaa\xe3\x81\xa9\xe3\x83\x88\xe3\x83\xaa\xe3\x83\x93\xe3\x82\xa2\xe6\xba\x80\xe8\xbc\x89\xf0\x9f\x98\x8a\xe9\x95\xb7\xe6\x96\x87\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8c\xe3\x81\x8d\xe3\x81\xa3\xe3\x81\xa8\xe6\x96\xb0\xe3\x81\x97\xe3\x81\x84\xe7\x99\xba\xe8\xa6\x8b\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8b\xe3\x81\xaf\xe3\x81\x9a\xf0\x9f\x91\x80 #ThorRagnarok #\xe3\x83\xad\xe3\x82\xad #M\xe2\x80\xa6' 'RT @kadkung17: ""\xe0\xb8\x88\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\xab\xe0\xb8\xa7\xe0\xb8\xb0\xe0\xb8\x99\xe0\xb8\xb1\xe0\xb9\x89\xe0\xb8\x99\xe0\xb9\x81\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb0 \xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x9f\xe0\xb8\x9f\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb9\x81\xe0\xb8\xaa\xe0\xb8\x99\xe0\xb9\x82\xe0\xb8\xa7\xe0\xb8\xa5\xe0\xb8\x95\xe0\xb9\x8c!!!!!!!""\n#ThorRagnarok https://t.co/zHgIPmJl2Q' 'RT @ssom_omo: \xed\x86\xa0\xeb\xa5\xb4\xeb\xa1\x9c\xed\x82\xa4 #\xed\x86\xa0\xeb\xa5\xb4\xeb\xa1\x9c\xed\x82\xa4 #\xed\x86\xa0\xeb\xa5\xb4 #\xeb\xa1\x9c\xed\x82\xa4 #Thor #Loki #ThorRagnarok https://t.co/p3ukRHXisp' 'RT @AMCTheatres: FOLLOW &amp; RT for your chance to win a @DolbyCinema exclusive #ThorRagnarok poster! Get tix now: https://t.co/dnu2YWDWLM htt\xe2\x80\xa6' 'RT @PewTer2: \xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x81\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\x84\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb8\xa5\xe0\xb8\xb0\xe0\xb8\x81\xe0\xb9\x87\xe0\xb8\xaa\xe0\xb8\x87\xe0\xb8\xaa\xe0\xb8\xb1\xe0\xb8\xa2~?\n\xe0\xb9\x80\xe0\xb8\xab\xe0\xb8\x95\xe0\xb8\xb8\xe0\xb9\x83\xe0\xb8\x94\xe0\xb8\xad\xe0\xb8\xb4\xe0\xb8\x9e\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x96\xe0\xb8\xb6\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb8\xb5\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x81\xe0\xb8\xb4\xe0\xb8\xa7\xe0\xb9\x88\xe0\xb8\xb2 \xe0\xb9\x81\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa1\xe0\xb8\x94 \xe0\xb9\x83\xe0\xb8\x99\xe0\xb8\x82\xe0\xb8\x93\xe0\xb8\xb0\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb8\xb5\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\xad\xe0\xb8\xb4\xe0\xb8\xab\xe0\xb8\xa1\xe0\xb8\xad\xe0\xb9\x81\xe0\xb8\x9b\xe0\xb8\xa5\xe0\xb8\x81\xe0\xb8\xa7\xe0\xb9\x88\xe0\xb8\xb2 \xe0\xb8\x9e\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\xa1\xe0\xb8\x94\n#thorki #ThorRagnarok https://t.co/dhf\xe2\x80\xa6'",1
